aimag_name;sum_name;location_type;name;lat;lon;elevation_m;notes
ХӨВСГӨЛ;Ханх;WEATHER;Ханх;51.49572;100.67087;1653.0;
ХӨВСГӨЛ;Бүрэнтогтох;WEATHER;Бүрэнтогтох;49.62115;99.58703;1336.8;
ХӨВСГӨЛ;Их-Уул;WEATHER;Их-Уул;49.43919;101.46162;1054.7;
ХӨВСГӨЛ;Галт;WEATHER;Галт;48.76856;99.87532;1485.0;
ХӨВСГӨЛ;Цагааннуур;WEATHER;Цагааннуур;51.36441;99.34613;1562.5;
ЗАВХАН;Баянтэс;WEATHER;Баянтэс;49.70026;96.36332;1431.13;
ЗАВХАН;Дөрвөлжин;WEATHER;Дөрвөлжин;47.64663;94.99911;1391.07;
ЗАВХАН;Нөмрөг;WEATHER;Нөмрөг;48.87038;96.96174;1847.31;
ЗАВХАН;Отгон;WEATHER;Отгон;47.20948;97.60491;2155.24;
ЗАВХАН;Тосонцэнгэл;WEATHER;Тосонцэнгэл;48.76307;98.2665;1722.61;
ЗАВХАН;Цэцэн-Уул;WEATHER;Цэцэн-Уул;48.74783;96.00462;1926.91;
ЗАВХАН;Улиастай;WEATHER;Улиастай;47.72692;96.84765;1776.77;
ЗАВХАН;Завханмандал;WEATHER;Завханмандал;48.32226;95.10675;1442.78;
ЗАВХАН;Ургамал;WEATHER;Ургамал;48.51627;94.28618;1273.91;
ЗАВХАН;Тэлмэн;WEATHER;Тэлмэн;48.64182;97.61566;1796.06;
ЗАВХАН;Сонгино;WEATHER;Сонгино;46.7975;97.19161;2163.85;
ЗАВХАН;Цагаанхайрхан;WEATHER;Цагаанхайрхан;47.49468;96.80632;1816.74;
ЗАВХАН;Тэс;WEATHER;Тэс;49.65145;95.77509;1286.11;
ЗАВХАН;Эрдэнэхайрхан;WEATHER;Эрдэнэхайрхан;48.1277;95.71274;1885.88;
ЗАВХАН;Сантмаргац;WEATHER;Сантмаргац;48.58317;95.42907;1568.82;
ЗАВХАН;Идэр;WEATHER;Идэр;48.2123;97.37283;1967.39;
ЗАВХАН;Баянхайрхан;WEATHER;Баянхайрхан;49.30533;96.34368;1867.49;
ЗАВХАН;Шилүүстэй;WEATHER;Шилүүстэй;46.7975;97.19161;2163.85;
ЗАВХАН;Яруу;WEATHER;Яруу;48.11283;96.76994;2097.13;
ЗАВХАН;Цагаанчулуут;WEATHER;Цагаанчулуут;47.11527;96.6638;2142.02;
ЗАВХАН;Түдэвтэй;WEATHER;Түдэвтэй;48.98667;96.55149;1778.89;
ЗАВХАН;Их-Уул;WEATHER;Их-Уул;48.72235;98.79557;1815.27;
ЗАВХАН;Алдархаан;WEATHER;Алдархаан;47.64536;96.53423;1659.24;
ГОВЬ-СҮМБЭР;Сүмбэр;WEATHER;Чойр;46.35006;108.37474;1288.9;
